ticket_no,request_id,requestor_seniority,filed_against,ticket_type,severity,priority,max_day,severity_score,priority_score,risk_score,high_risk
7682,1800,2 - Regular,Systems,Request,2 - Normal,3 - High,8,2,3,19,1
7683,535,2 - Regular,Software,Request,2 - Normal,2 - Medium,3,2,2,8,0
7684,1278,4 - Management,Systems,Request,2 - Normal,3 - High,9,2,3,21,1
7685,1154,4 - Management,Hardware,Request,2 - Normal,3 - High,12,2,3,27,1
7686,1553,1 - Junior,Access/Login,Issue,2 - Normal,2 - Medium,0,2,2,2,0
7687,1469,1 - Junior,Systems,Request,2 - Normal,1 - Low,9,2,1,19,1
7688,870,3 - Senior,Access/Login,Request,2 - Normal,0 - Unassigned,0,2,0,0,0
7689,263,3 - Senior,Software,Request,2 - Normal,0 - Unassigned,3,2,0,6,0
7690,1419,1 - Junior,Access/Login,Issue,2 - Normal,1 - Low,0,2,1,1,0
7691,909,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,6,2,0,12,1
7692,339,2 - Regular,Systems,Issue,4 - Critical,2 - Medium,10,4,2,42,1
7693,398,2 - Regular,Systems,Request,2 - Normal,3 - High,8,2,3,19,1
7694,1576,2 - Regular,Software,Request,2 - Normal,3 - High,3,2,3,9,0
7695,1053,2 - Regular,Software,Issue,3 - Major,3 - High,2,3,3,9,0
7696,360,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,0,2,1,1,0
7697,188,2 - Regular,Systems,Issue,3 - Major,1 - Low,3,3,1,10,0
7698,445,1 - Junior,Access/Login,Request,2 - Normal,2 - Medium,1,2,2,4,0
7699,230,2 - Regular,Access/Login,Request,4 - Critical,2 - Medium,1,4,2,6,0
7700,1056,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,0,2,2,2,0
7701,1407,4 - Management,Systems,Request,2 - Normal,3 - High,9,2,3,21,1
7702,294,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,17,2,0,34,1
7703,1979,4 - Management,Systems,Request,3 - Major,3 - High,7,3,3,24,1
7704,1299,4 - Management,Software,Request,2 - Normal,3 - High,5,2,3,13,1
7705,995,4 - Management,Systems,Issue,2 - Normal,3 - High,4,2,3,11,1
7706,406,4 - Management,Systems,Request,4 - Critical,3 - High,5,4,3,23,1
7707,45,2 - Regular,Systems,Request,2 - Normal,3 - High,8,2,3,19,1
7708,284,2 - Regular,Systems,Issue,3 - Major,0 - Unassigned,1,3,0,3,0
7709,1135,3 - Senior,Access/Login,Issue,2 - Normal,2 - Medium,0,2,2,2,0
7710,258,4 - Management,Systems,Request,1 - Minor,2 - Medium,15,1,2,17,1
7711,1033,2 - Regular,Software,Request,2 - Normal,3 - High,11,2,3,25,1
7712,418,4 - Management,Hardware,Request,2 - Normal,0 - Unassigned,11,2,0,22,1
7713,801,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,9,2,0,18,1
7714,588,4 - Management,Hardware,Request,2 - Normal,0 - Unassigned,11,2,0,22,1
7715,1768,2 - Regular,Software,Issue,2 - Normal,0 - Unassigned,5,2,0,10,0
7716,1279,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,0,2,1,1,0
7717,898,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,14,2,0,28,1
7718,1651,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
7719,1160,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
7720,1659,4 - Management,Systems,Request,2 - Normal,3 - High,5,2,3,13,1
7721,1183,3 - Senior,Access/Login,Request,2 - Normal,2 - Medium,0,2,2,2,0
7722,1044,2 - Regular,Systems,Request,2 - Normal,3 - High,6,2,3,15,1
7723,399,4 - Management,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
7724,1342,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,20,2,0,40,1
7725,1983,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,7,2,0,14,1
7726,526,4 - Management,Hardware,Request,2 - Normal,3 - High,31,2,3,65,1
7727,198,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
7728,1509,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
7729,1538,4 - Management,Systems,Request,2 - Normal,3 - High,5,2,3,13,1
7730,1744,4 - Management,Software,Issue,2 - Normal,1 - Low,2,2,1,5,0
7731,1106,1 - Junior,Systems,Request,2 - Normal,2 - Medium,8,2,2,18,1
7732,1357,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0,2,0,0,0
7733,732,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
7734,437,1 - Junior,Systems,Request,2 - Normal,2 - Medium,7,2,2,16,1
7735,492,3 - Senior,Systems,Request,3 - Major,0 - Unassigned,6,3,0,18,1
7736,740,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0,2,0,0,0
7737,1206,2 - Regular,Access/Login,Issue,2 - Normal,3 - High,0,2,3,3,0
7738,1262,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,0,2,1,1,0
7739,247,2 - Regular,Systems,Issue,2 - Normal,2 - Medium,3,2,2,8,0
7740,303,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,0,2,2,2,0
7741,499,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,3,2,0,6,0
7742,1767,2 - Regular,Access/Login,Request,3 - Major,3 - High,0,3,3,3,0
7743,1373,3 - Senior,Access/Login,Request,2 - Normal,0 - Unassigned,0,2,0,0,0
7744,542,3 - Senior,Access/Login,Request,2 - Normal,0 - Unassigned,0,2,0,0,0
7745,648,2 - Regular,Systems,Request,1 - Minor,1 - Low,6,1,1,7,0
7746,331,2 - Regular,Software,Request,2 - Normal,1 - Low,3,2,1,7,0
7747,3,2 - Regular,Systems,Request,2 - Normal,3 - High,7,2,3,17,1
7748,1488,1 - Junior,Access/Login,Issue,1 - Minor,1 - Low,0,1,1,1,0
7749,1877,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,7,2,0,14,1
7750,1429,4 - Management,Systems,Issue,2 - Normal,0 - Unassigned,2,2,0,4,0
7751,500,2 - Regular,Systems,Request,2 - Normal,1 - Low,20,2,1,41,1
7752,1359,3 - Senior,Systems,Request,2 - Normal,3 - High,6,2,3,15,1
7753,1999,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,6,2,0,12,1
7754,1086,4 - Management,Systems,Request,2 - Normal,3 - High,22,2,3,47,1
7755,1760,3 - Senior,Systems,Issue,2 - Normal,3 - High,11,2,3,25,1
7756,295,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,6,2,0,12,1
7757,1099,2 - Regular,Systems,Request,2 - Normal,2 - Medium,17,2,2,36,1
7758,1257,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,10,2,0,20,1
7759,1731,2 - Regular,Hardware,Request,2 - Normal,2 - Medium,10,2,2,22,1
7760,362,2 - Regular,Software,Request,2 - Normal,3 - High,3,2,3,9,0
7761,1397,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,0,2,1,1,0
7762,1685,2 - Regular,Access/Login,Issue,2 - Normal,1 - Low,0,2,1,1,0
7763,497,2 - Regular,Systems,Issue,4 - Critical,3 - High,2,4,3,11,1
7764,142,2 - Regular,Systems,Request,2 - Normal,2 - Medium,7,2,2,16,1
7765,919,2 - Regular,Hardware,Request,2 - Normal,2 - Medium,11,2,2,24,1
7766,1941,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,3,2,0,6,0
7767,1942,2 - Regular,Systems,Request,2 - Normal,3 - High,6,2,3,15,1
7768,83,1 - Junior,Software,Request,2 - Normal,0 - Unassigned,11,2,0,22,1
7769,770,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,0,2,1,1,0
7770,1888,2 - Regular,Access/Login,Request,2 - Normal,3 - High,1,2,3,5,0
7771,547,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,21,2,0,42,1
7772,1406,3 - Senior,Systems,Request,2 - Normal,3 - High,22,2,3,47,1
7773,857,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
7774,221,3 - Senior,Hardware,Issue,2 - Normal,3 - High,5,2,3,13,1
7775,653,1 - Junior,Software,Request,2 - Normal,0 - Unassigned,11,2,0,22,1
7776,679,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0,2,0,0,0
7777,896,2 - Regular,Software,Request,2 - Normal,3 - High,5,2,3,13,1
7778,254,1 - Junior,Hardware,Issue,2 - Normal,2 - Medium,6,2,2,14,1
7779,683,4 - Management,Systems,Issue,2 - Normal,0 - Unassigned,14,2,0,28,1
7780,669,3 - Senior,Hardware,Issue,2 - Normal,3 - High,5,2,3,13,1
7781,1506,1 - Junior,Systems,Issue,2 - Normal,2 - Medium,7,2,2,16,1
7782,1193,4 - Management,Systems,Request,3 - Major,0 - Unassigned,6,3,0,18,1
7783,1637,3 - Senior,Access/Login,Request,2 - Normal,2 - Medium,0,2,2,2,0
7784,1405,2 - Regular,Access/Login,Issue,2 - Normal,2 - Medium,0,2,2,2,0
7785,352,2 - Regular,Hardware,Issue,1 - Minor,3 - High,5,1,3,8,0
7786,19,4 - Management,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
7787,1552,1 - Junior,Software,Request,2 - Normal,1 - Low,8,2,1,17,1
7788,696,2 - Regular,Systems,Request,2 - Normal,1 - Low,17,2,1,35,1
7789,249,1 - Junior,Systems,Request,2 - Normal,1 - Low,19,2,1,39,1
7790,335,4 - Management,Hardware,Request,2 - Normal,0 - Unassigned,27,2,0,54,1
7791,106,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,1,2,1,3,0
7792,707,2 - Regular,Software,Request,3 - Major,0 - Unassigned,7,3,0,21,1
7793,1300,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,1,2,0,2,0
7794,143,4 - Management,Hardware,Request,2 - Normal,0 - Unassigned,11,2,0,22,1
7795,693,2 - Regular,Software,Request,3 - Major,2 - Medium,15,3,2,47,1
7796,533,3 - Senior,Software,Request,2 - Normal,3 - High,4,2,3,11,1
7797,1296,3 - Senior,Systems,Issue,2 - Normal,3 - High,4,2,3,11,1
7798,901,4 - Management,Systems,Request,2 - Normal,3 - High,13,2,3,29,1
7799,124,3 - Senior,Systems,Request,2 - Normal,3 - High,5,2,3,13,1
7800,723,2 - Regular,Access/Login,Issue,2 - Normal,3 - High,0,2,3,3,0
7801,678,3 - Senior,Software,Issue,3 - Major,3 - High,4,3,3,15,1
7802,662,2 - Regular,Systems,Request,2 - Normal,3 - High,11,2,3,25,1
7803,1169,2 - Regular,Software,Request,2 - Normal,3 - High,11,2,3,25,1
7804,1220,2 - Regular,Software,Issue,2 - Normal,3 - High,4,2,3,11,1
7805,1065,2 - Regular,Hardware,Issue,2 - Normal,2 - Medium,13,2,2,28,1
7806,1197,4 - Management,Software,Issue,2 - Normal,3 - High,5,2,3,13,1
7807,845,2 - Regular,Systems,Request,2 - Normal,1 - Low,13,2,1,27,1
7808,534,1 - Junior,Systems,Request,2 - Normal,1 - Low,9,2,1,19,1
7809,629,1 - Junior,Access/Login,Request,2 - Normal,2 - Medium,2,2,2,6,0
7810,36,4 - Management,Systems,Issue,4 - Critical,3 - High,6,4,3,27,1
7811,234,4 - Management,Systems,Request,2 - Normal,3 - High,5,2,3,13,1
7812,1859,3 - Senior,Access/Login,Issue,2 - Normal,2 - Medium,2,2,2,6,0
7813,1086,4 - Management,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
7814,1671,2 - Regular,Software,Request,2 - Normal,3 - High,14,2,3,31,1
7815,701,1 - Junior,Systems,Request,2 - Normal,2 - Medium,8,2,2,18,1
7816,1905,3 - Senior,Systems,Request,2 - Normal,3 - High,7,2,3,17,1
7817,577,1 - Junior,Hardware,Issue,1 - Minor,1 - Low,16,1,1,17,1
7818,186,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,15,2,0,30,1
7819,62,1 - Junior,Access/Login,Issue,2 - Normal,1 - Low,1,2,1,3,0
7820,788,2 - Regular,Systems,Issue,2 - Normal,1 - Low,16,2,1,33,1
7821,1129,2 - Regular,Software,Request,2 - Normal,3 - High,7,2,3,17,1
7822,350,3 - Senior,Systems,Request,2 - Normal,3 - High,7,2,3,17,1
7823,1280,4 - Management,Systems,Request,3 - Major,3 - High,6,3,3,21,1
7824,1943,1 - Junior,Access/Login,Request,0 - Unclassified,2 - Medium,0,0,2,2,0
7825,390,3 - Senior,Systems,Request,2 - Normal,1 - Low,17,2,1,35,1
7826,460,2 - Regular,Software,Issue,2 - Normal,1 - Low,1,2,1,3,0
7827,1726,3 - Senior,Systems,Request,2 - Normal,3 - High,5,2,3,13,1
7828,629,1 - Junior,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
7829,1677,2 - Regular,Hardware,Request,2 - Normal,3 - High,40,2,3,83,1
7830,930,1 - Junior,Hardware,Request,2 - Normal,2 - Medium,10,2,2,22,1
7831,49,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
7832,1365,2 - Regular,Hardware,Request,2 - Normal,2 - Medium,11,2,2,24,1
7833,580,3 - Senior,Systems,Request,2 - Normal,3 - High,5,2,3,13,1
7834,1604,4 - Management,Access/Login,Request,3 - Major,3 - High,0,3,3,3,0
7835,228,4 - Management,Systems,Request,2 - Normal,3 - High,5,2,3,13,1
7836,1656,1 - Junior,Hardware,Request,2 - Normal,1 - Low,12,2,1,25,1
7837,1454,3 - Senior,Software,Request,2 - Normal,3 - High,5,2,3,13,1
7838,1059,2 - Regular,Software,Issue,2 - Normal,1 - Low,3,2,1,7,0
7839,1241,2 - Regular,Systems,Request,2 - Normal,2 - Medium,17,2,2,36,1
7840,880,2 - Regular,Systems,Request,2 - Normal,1 - Low,14,2,1,29,1
7841,957,2 - Regular,Systems,Request,2 - Normal,1 - Low,15,2,1,31,1
7842,974,4 - Management,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
7843,1678,4 - Management,Access/Login,Issue,2 - Normal,0 - Unassigned,0,2,0,0,0
7844,1680,2 - Regular,Software,Issue,3 - Major,1 - Low,1,3,1,4,0
7845,1559,3 - Senior,Systems,Request,3 - Major,3 - High,8,3,3,27,1
7846,638,2 - Regular,Systems,Issue,2 - Normal,1 - Low,4,2,1,9,0
7847,1752,3 - Senior,Systems,Issue,1 - Minor,0 - Unassigned,2,1,0,2,0
7848,985,2 - Regular,Access/Login,Issue,2 - Normal,0 - Unassigned,0,2,0,0,0
7849,513,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,1,2,0,2,0
7850,1838,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,0,2,0,0,0
7851,1153,2 - Regular,Access/Login,Issue,2 - Normal,0 - Unassigned,1,2,0,2,0
7852,1778,2 - Regular,Software,Request,2 - Normal,1 - Low,7,2,1,15,1
7853,1961,4 - Management,Systems,Request,2 - Normal,3 - High,5,2,3,13,1
7854,777,1 - Junior,Access/Login,Request,2 - Normal,3 - High,1,2,3,5,0
7855,341,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
7856,650,2 - Regular,Hardware,Issue,4 - Critical,2 - Medium,13,4,2,54,1
7857,1063,1 - Junior,Hardware,Request,2 - Normal,1 - Low,33,2,1,67,1
7858,898,1 - Junior,Systems,Request,2 - Normal,1 - Low,14,2,1,29,1
7859,599,2 - Regular,Access/Login,Issue,3 - Major,1 - Low,0,3,1,1,0
7860,34,3 - Senior,Systems,Issue,2 - Normal,3 - High,1,2,3,5,0
7861,402,1 - Junior,Hardware,Issue,2 - Normal,1 - Low,24,2,1,49,1
7862,1233,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,0,2,0,0,0
7863,1759,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,3,2,0,6,0
7864,1421,4 - Management,Systems,Issue,2 - Normal,0 - Unassigned,1,2,0,2,0
7865,1146,1 - Junior,Access/Login,Request,2 - Normal,3 - High,1,2,3,5,0
7866,354,2 - Regular,Systems,Request,2 - Normal,2 - Medium,13,2,2,28,1
7867,743,4 - Management,Software,Request,2 - Normal,3 - High,18,2,3,39,1
7868,2000,2 - Regular,Access/Login,Request,1 - Minor,0 - Unassigned,1,1,0,1,0
7869,520,2 - Regular,Hardware,Request,2 - Normal,2 - Medium,29,2,2,60,1
7870,569,3 - Senior,Access/Login,Issue,2 - Normal,3 - High,0,2,3,3,0
7871,1040,2 - Regular,Software,Issue,0 - Unclassified,1 - Low,0,0,1,1,0
7872,1286,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,2,2,0,4,0
7873,732,2 - Regular,Systems,Request,2 - Normal,1 - Low,18,2,1,37,1
7874,1984,2 - Regular,Systems,Request,2 - Normal,2 - Medium,8,2,2,18,1
7875,1251,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,3,2,0,6,0
7876,1136,2 - Regular,Systems,Issue,1 - Minor,1 - Low,1,1,1,2,0
7877,815,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,10,2,0,20,1
7878,962,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,2,2,1,5,0
7879,707,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,11,2,0,22,1
7880,204,1 - Junior,Software,Issue,2 - Normal,1 - Low,4,2,1,9,0
7881,1373,3 - Senior,Systems,Issue,2 - Normal,3 - High,1,2,3,5,0
7882,1014,1 - Junior,Access/Login,Request,2 - Normal,2 - Medium,1,2,2,4,0
7883,1643,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,18,2,0,36,1
7884,1463,3 - Senior,Systems,Issue,2 - Normal,0 - Unassigned,5,2,0,10,0
7885,1864,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,17,2,0,34,1
7886,1038,2 - Regular,Systems,Issue,2 - Normal,3 - High,2,2,3,7,0
7887,30,2 - Regular,Systems,Issue,2 - Normal,1 - Low,5,2,1,11,1
7888,534,1 - Junior,Access/Login,Request,2 - Normal,0 - Unassigned,0,2,0,0,0
7889,1749,2 - Regular,Systems,Request,2 - Normal,1 - Low,22,2,1,45,1
7890,1028,2 - Regular,Access/Login,Issue,2 - Normal,1 - Low,0,2,1,1,0
7891,119,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,0,2,2,2,0
7892,1764,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
7893,1230,2 - Regular,Systems,Request,2 - Normal,1 - Low,20,2,1,41,1
7894,306,2 - Regular,Systems,Request,2 - Normal,2 - Medium,11,2,2,24,1
7895,1911,3 - Senior,Software,Request,2 - Normal,0 - Unassigned,8,2,0,16,1
7896,902,4 - Management,Systems,Request,2 - Normal,3 - High,13,2,3,29,1
7897,224,3 - Senior,Access/Login,Request,2 - Normal,3 - High,4,2,3,11,1
7898,559,1 - Junior,Software,Issue,2 - Normal,0 - Unassigned,1,2,0,2,0
7899,1994,1 - Junior,Access/Login,Issue,2 - Normal,1 - Low,1,2,1,3,0
7900,707,2 - Regular,Access/Login,Issue,2 - Normal,3 - High,0,2,3,3,0
7901,1669,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,15,2,0,30,1
7902,774,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,1,2,1,3,0
7903,1009,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
7904,541,1 - Junior,Hardware,Request,2 - Normal,1 - Low,13,2,1,27,1
7905,208,2 - Regular,Hardware,Request,2 - Normal,1 - Low,30,2,1,61,1
7906,1708,1 - Junior,Hardware,Request,2 - Normal,3 - High,45,2,3,93,1
7907,1219,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,19,2,0,38,1
7908,925,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0,2,0,0,0
7909,1254,3 - Senior,Access/Login,Request,3 - Major,3 - High,0,3,3,3,0
7910,603,1 - Junior,Software,Request,2 - Normal,1 - Low,9,2,1,19,1
7911,257,2 - Regular,Systems,Request,2 - Normal,3 - High,20,2,3,43,1
7912,399,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,19,2,0,38,1
7913,916,4 - Management,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
7914,1870,4 - Management,Software,Request,2 - Normal,3 - High,4,2,3,11,1
7915,1460,4 - Management,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
7916,369,3 - Senior,Systems,Request,2 - Normal,3 - High,5,2,3,13,1
7917,1589,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,13,2,0,26,1
7918,1005,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0,2,0,0,0
7919,984,2 - Regular,Software,Request,2 - Normal,2 - Medium,6,2,2,14,1
7920,670,3 - Senior,Systems,Request,2 - Normal,3 - High,7,2,3,17,1
7921,1534,2 - Regular,Hardware,Issue,2 - Normal,2 - Medium,17,2,2,36,1
7922,1035,1 - Junior,Systems,Issue,2 - Normal,2 - Medium,12,2,2,26,1
7923,686,1 - Junior,Systems,Request,2 - Normal,1 - Low,5,2,1,11,1
7924,1478,2 - Regular,Hardware,Issue,2 - Normal,1 - Low,21,2,1,43,1
7925,721,1 - Junior,Software,Issue,2 - Normal,1 - Low,3,2,1,7,0
7926,1657,3 - Senior,Systems,Request,2 - Normal,3 - High,7,2,3,17,1
7927,290,2 - Regular,Software,Issue,2 - Normal,0 - Unassigned,14,2,0,28,1
7928,1773,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,5,2,0,10,0
7929,1821,1 - Junior,Systems,Request,2 - Normal,1 - Low,8,2,1,17,1
7930,297,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,0,2,1,1,0
7931,1297,4 - Management,Systems,Issue,2 - Normal,3 - High,10,2,3,23,1
7932,1346,1 - Junior,Access/Login,Issue,2 - Normal,2 - Medium,1,2,2,4,0
7933,1276,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,0,2,1,1,0
7934,1462,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,0,2,0,0,0
7935,56,1 - Junior,Systems,Issue,3 - Major,0 - Unassigned,7,3,0,21,1
7936,1744,4 - Management,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
7937,1086,4 - Management,Access/Login,Issue,2 - Normal,3 - High,0,2,3,3,0
7938,1382,3 - Senior,Access/Login,Issue,2 - Normal,3 - High,0,2,3,3,0
7939,1068,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,1,2,1,3,0
7940,958,4 - Management,Systems,Issue,2 - Normal,3 - High,3,2,3,9,0
7941,1705,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,0,2,2,2,0
7942,11,2 - Regular,Systems,Request,2 - Normal,3 - High,6,2,3,15,1
7943,286,2 - Regular,Systems,Request,2 - Normal,1 - Low,9,2,1,19,1
7944,393,2 - Regular,Systems,Issue,2 - Normal,3 - High,4,2,3,11,1
7945,1114,4 - Management,Systems,Issue,1 - Minor,1 - Low,3,1,1,4,0
7946,1471,3 - Senior,Systems,Request,2 - Normal,3 - High,18,2,3,39,1
7947,1534,2 - Regular,Hardware,Request,2 - Normal,0 - Unassigned,19,2,0,38,1
7948,985,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,1,2,0,2,0
7949,1279,1 - Junior,Software,Request,2 - Normal,2 - Medium,2,2,2,6,0
7950,1042,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,13,2,0,26,1
7951,1862,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
7952,305,1 - Junior,Access/Login,Issue,2 - Normal,1 - Low,1,2,1,3,0
7953,1240,1 - Junior,Software,Request,2 - Normal,2 - Medium,11,2,2,24,1
7954,961,3 - Senior,Access/Login,Request,2 - Normal,2 - Medium,0,2,2,2,0
7955,1996,3 - Senior,Access/Login,Request,2 - Normal,0 - Unassigned,0,2,0,0,0
7956,208,2 - Regular,Systems,Request,2 - Normal,1 - Low,26,2,1,53,1
7957,401,2 - Regular,Access/Login,Issue,2 - Normal,2 - Medium,0,2,2,2,0
7958,961,3 - Senior,Systems,Request,2 - Normal,3 - High,10,2,3,23,1
7959,1786,1 - Junior,Software,Request,2 - Normal,1 - Low,8,2,1,17,1
7960,260,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,7,2,0,14,1
7961,947,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
7962,665,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
7963,1289,1 - Junior,Access/Login,Request,2 - Normal,0 - Unassigned,1,2,0,2,0
7964,1192,3 - Senior,Systems,Request,2 - Normal,2 - Medium,19,2,2,40,1
7965,699,1 - Junior,Systems,Request,2 - Normal,3 - High,16,2,3,35,1
7966,742,2 - Regular,Systems,Request,2 - Normal,2 - Medium,18,2,2,38,1
7967,448,4 - Management,Systems,Request,2 - Normal,3 - High,10,2,3,23,1
7968,1441,3 - Senior,Access/Login,Request,2 - Normal,2 - Medium,0,2,2,2,0
7969,1323,3 - Senior,Software,Request,2 - Normal,3 - High,13,2,3,29,1
7970,1603,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,6,2,0,12,1
7971,1074,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,16,2,0,32,1
7972,1948,3 - Senior,Systems,Issue,1 - Minor,2 - Medium,1,1,2,3,0
7973,1105,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,1,2,0,2,0
7974,1091,4 - Management,Software,Request,2 - Normal,3 - High,2,2,3,7,0
7975,41,2 - Regular,Hardware,Request,3 - Major,1 - Low,35,3,1,106,1
7976,108,2 - Regular,Software,Issue,2 - Normal,3 - High,9,2,3,21,1
7977,573,2 - Regular,Systems,Request,2 - Normal,3 - High,7,2,3,17,1
7978,221,3 - Senior,Access/Login,Issue,2 - Normal,3 - High,1,2,3,5,0
7979,905,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0,2,0,0,0
7980,1349,3 - Senior,Systems,Request,2 - Normal,3 - High,7,2,3,17,1
7981,1364,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,15,2,0,30,1
7982,12,1 - Junior,Systems,Issue,2 - Normal,1 - Low,4,2,1,9,0
7983,1862,2 - Regular,Systems,Issue,2 - Normal,2 - Medium,5,2,2,12,1
7984,1704,2 - Regular,Hardware,Request,2 - Normal,0 - Unassigned,11,2,0,22,1
